File ID,File Name,Run Metadata ID,Study Name,PDC Study ID,PDC Study Version,Study ID,Embargo Date,Project Name,Data Category,File Type,Access,File Size (in bytes),Md5sum,Downloadable,File Download Link
"02ed80fe-2796-4dcc-a481-8fad79a62e08","18CPTAC_HNSCC_W_JHU_20190927_LUMOS_f02.mzML.gz","18CPTAC_HNSCC_Proteome_JHU_20190927","CPTAC HNSCC Discovery Study - Proteome","PDC000221","1","96296fd1-89a4-11ea-b1fd-0aad30af8a83","N/A","CPTAC3-Discovery","Processed Mass Spectra","Open Standard","Open","205179109","578812571284cb1477d4ac43be5ef0bc","Yes","https://d3iwtkuvwz4jtf.cloudfront.net/studies/221/mzml/18CPTAC_HNSCC_W_JHU_20190927_LUMOS_f02.mzML.gz?Expires=1631280060&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=LUZOqHkUOFgSnm6qXUkiNGdR9Wcn9xzc4YO8XyaWH7Qmf~-g~mGSF~qvwDFQ1ktxqvqpOhizEFPKHivPn5Z5o~MJOFVR6ND0L5dXgRDsCQi2R9u3H-JTchiCTN4wQdK5iF7bFgc4CnyOVuFV0dQfcvAq~uCaSdQtZ6lGUJ~iX1O11AHW6eENoiNASPB98jTvw~AmxDQA17thNKXc85p~Y0I4DXSTYPiV1KdrdW8AJDsGgIZDwql0f7ccjuxeTwIg4kXliLJOQpwaqQKaPSEp6cpQK4dRBb2Bxj2ImaKtpK2UR4hhFwsSPK1vA7OQTihbcFTn0rmjMJXzveIPkUXeXw__"
"032f354c-12be-4097-8d09-52e9681273ca","14CPTAC_HNSCC_W_JHU_20190805_LUMOS_f03.mzML.gz","14CPTAC_HNSCC_Proteome_JHU_20190805","CPTAC HNSCC Discovery Study - Proteome","PDC000221","1","96296fd1-89a4-11ea-b1fd-0aad30af8a83","N/A","CPTAC3-Discovery","Processed Mass Spectra","Open Standard","Open","180565310","fbf008c126ac44a7832f7725f769ef64","Yes","https://d3iwtkuvwz4jtf.cloudfront.net/studies/221/mzml/14CPTAC_HNSCC_W_JHU_20190805_LUMOS_f03.mzML.gz?Expires=1631280060&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=PMtVm~0AbLPVbp09K~ej~J-eYUcz0pMb0-nkdf~WJS70VFv9ZHcgVxojJkcfx-DlCTo-ecAug0MuzBerPSn9rc~~VDPDpmtCKJFqHQ6woi4jpMBGYkvh4QDO8Mgcz2Fslo5MWVQJgRKnXo3ejPt3iyUmyVF3WrMDreKYeukXRLsXpqcfewgHqe1iNuSgnbNkD~xkhP6SWWuFIShbTFFzY64sBtapICquBCXt0BeoSis-2ekzFqnbXJj7VkRV1oo7K-p-VU0thWgki-fSUs9YgEVspuif3~ZMJWdgpPPIkM2Q0b4vnZ~5iX8nfnimcY9LSg0fWOv5i0FQZd-2T0oGEQ__"
"03550a43-f01f-403b-97ad-2b99c3e620d4","10CPTAC_HNSCC_W_JHU_20190617_LUMOS_f24.mzML.gz","10CPTAC_HNSCC_Proteome_JHU_20190617","CPTAC HNSCC Discovery Study - Proteome","PDC000221","1","96296fd1-89a4-11ea-b1fd-0aad30af8a83","N/A","CPTAC3-Discovery","Processed Mass Spectra","Open Standard","Open","192548068","dc6d1e5385770ae46ddc1b2c3c8e89c8","Yes","https://d3iwtkuvwz4jtf.cloudfront.net/studies/221/mzml/10CPTAC_HNSCC_W_JHU_20190617_LUMOS_f24.mzML.gz?Expires=1631280060&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=X2Q1d4xHe86pRLO~kIsoAYs0HoUZ2ZFU1FYg3semvEw7II1q8I9VHgQRVfOzhKb6aqImaND8gp5TclyNoF9p78qq2CYv5D3CnkIXmYfLDYOeEWhlu~-fGbneyK4YBPs9WFzZOtpA7ESRyAxEBSa2u~9cYVHyeT7JH3tJdJaywfHIa-XX3oMq--v0lUGeyNuwQnSf-LKgd0vteVDilKUQyaq5gdEXXPX7wjLrHf6TZ--5QII0onHkx6vehSAoKak-4FaJKYBAmkAD9OJq6q1Kbn8MB4S7jsnUenx5SQYwk3MJ5un~LIgGWovTYpecJRDGFX5GYAd7YXxjcL7-i9r8AQ__"
"038d5a7f-d16c-4990-ba72-2c0ec0551b74","09CPTAC_HNSCC_W_JHU_20190614_LUMOS_f14.mzML.gz","09CPTAC_HNSCC_Proteome_JHU_20190614","CPTAC HNSCC Discovery Study - Proteome","PDC000221","1","96296fd1-89a4-11ea-b1fd-0aad30af8a83","N/A","CPTAC3-Discovery","Processed Mass Spectra","Open Standard","Open","198250422","de76b8adf437c0f56b7664bc780d55b7","Yes","https://d3iwtkuvwz4jtf.cloudfront.net/studies/221/mzml/09CPTAC_HNSCC_W_JHU_20190614_LUMOS_f14.mzML.gz?Expires=1631280060&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=Z1cvPCBlg5~Uw~BLQYOwiZMo7GW6bhXrS-1E~TZUUpEgJ67sa9DU4iUyX5b5w6NWXRUG8TFW~s9SbB64yUIpKVROdeVVWfbPx02ShD3Hln66fUEcIdv2HavNcaEX3Zak4T8s9bNpCrAwMv5Bt6YGTFrJCzd3rsPbNN6R0IAuT8lDi~XmFo9i3kIWaY4~xzcn7GkC8J0FoPI6qdU794w7PaN-cXR82794F9nUjx7cnd2ymCTlX2g4Am2XkSKBoKWrbRdeRidYCsv8Pfc~5ib4hLwi8Z1MRUTOl5af7J7AqljNAKhqIkpz6BJ9LC7bEk5RcpusgNu0-WBlt8dhYAZAeA__"
"04b190c7-0683-4095-921a-2f2df7b025d1","20CPTAC_HNSCC_W_JHU_20190809_LUMOS_f23.mzML.gz","20CPTAC_HNSCC_Proteome_JHU_20190809","CPTAC HNSCC Discovery Study - Proteome","PDC000221","1","96296fd1-89a4-11ea-b1fd-0aad30af8a83","N/A","CPTAC3-Discovery","Processed Mass Spectra","Open Standard","Open","182020323","38fc54c4cb3eb6f691fe780bc450372b","Yes","https://d3iwtkuvwz4jtf.cloudfront.net/studies/221/mzml/20CPTAC_HNSCC_W_JHU_20190809_LUMOS_f23.mzML.gz?Expires=1631280060&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=IbNoAKiDt6VSt92uPngaHliE2-9~crertdcoA1oD3RnKeUl1O2aQH7wH6p~NfRosAmCexgxcTTllTWiTJ9ja2g1yQ1gwLK~jc1rlgA6ACjDuTP2JBgkz-7NPFgAXTXGPIzP9rLla4CQcHcB2tLI-o~J0pzxqVoTxET3HS9~Y8VDWJy-D47m05wfQ8sT3bQ3A3s8UbW8ilZ~r5mkIz7w8PMR98i2ScVI~h3KFiZ6S-fKhnhrzNgIkODiXy8Z-6FaOILHpYW8NjGJ40Jc94AiIVSKdNXvCSWt3sGSudIcsIDdYGlwTKFrfkGuec21A8p8E98gNY30nyuBXsOvzVhU9IA__"
"052701b5-5fb4-4fb5-ac15-6dc44a3e2822","12CPTAC_HNSCC_W_JHU_20190624_LUMOS_fA.mzML.gz","12CPTAC_HNSCC_Proteome_JHU_20190624","CPTAC HNSCC Discovery Study - Proteome","PDC000221","1","96296fd1-89a4-11ea-b1fd-0aad30af8a83","N/A","CPTAC3-Discovery","Processed Mass Spectra","Open Standard","Open","136713683","32acc52fe724e2991c1733738fb56bc4","Yes","https://d3iwtkuvwz4jtf.cloudfront.net/studies/221/mzml/12CPTAC_HNSCC_W_JHU_20190624_LUMOS_fA.mzML.gz?Expires=1631280060&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=FsPkLAubcwZDT1T~vqTlGhrDEG0h3sMU4JPkpG7y5CoTYRZdNfYBOJPcDfRsx1qmukWHisU6gnrg46caOybnNqsKLaCWlzO158-Tx0dzNgZTvWSS~e-VCbMVRC1XXrEtmDKEnSUReqXjVH1i5XXrkHtC0eLK-jWDLa-f-gtVKCA4irORn3t2Uzl0d6yfn4DA4wCjCU3AvbvviS~SOSF5GCZBGbCWnTXa4jx9Kryn24gvyHMDM0iGCK3753X3jlWSppTjuBVj8qlAT30KgAJtKXp~kBusMvoaZ0n7YIJ9JI9AYg7GanPfxG~OH2MWoCCPfg2-DgM8fG9v52H5gj3Rpg__"
"06d4ccad-ec71-4d3e-bdff-c9cb5de9d138","06CPTAC_HNSCC_W_JHU_20190603_LUMOS_fA.mzML.gz","06CPTAC_HNSCC_Proteome_JHU_20190603","CPTAC HNSCC Discovery Study - Proteome","PDC000221","1","96296fd1-89a4-11ea-b1fd-0aad30af8a83","N/A","CPTAC3-Discovery","Processed Mass Spectra","Open Standard","Open","124265836","c31d9243f9accd1b661983e66e1d3634","Yes","https://d3iwtkuvwz4jtf.cloudfront.net/studies/221/mzml/06CPTAC_HNSCC_W_JHU_20190603_LUMOS_fA.mzML.gz?Expires=1631280060&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=el0aMj76bP2xX8i36YnlsG0JL0qqBRc6kL5xy6xGwgN6FuRgW577VOuPrCb8DcMxN6d8DdV9wiOD3V1rqoFgH~kAkQqsBMkq8WovQUqBHoeZ5R4yge2OOmYLnuVJZyjoKE1xOOEQM~xfYWb44kCxYxdgDSzEHqnC~Y6FfXO7rtrKPJQVUFXOdj8toeQTJCvb9mjKo53QnFdfrESxqM-xbsYQzhf~z2uePXTyDXi4HCz9Ez2jLlK6Mh8z8VsOS8jCnJB1cO4zC~4GBi9TIwld-cjrn9WtKZOuHkNUtdZQVB9dgju8mL0cuk4m33TWLx40AaopoT78KNFQau~~cXt68w__"
"07111c63-7dba-4369-a270-ba69742cd2fe","12CPTAC_HNSCC_W_JHU_20190624_LUMOS_f09.mzML.gz","12CPTAC_HNSCC_Proteome_JHU_20190624","CPTAC HNSCC Discovery Study - Proteome","PDC000221","1","96296fd1-89a4-11ea-b1fd-0aad30af8a83","N/A","CPTAC3-Discovery","Processed Mass Spectra","Open Standard","Open","207496189","d927e08d12ad0506acea8f2f8f296e84","Yes","https://d3iwtkuvwz4jtf.cloudfront.net/studies/221/mzml/12CPTAC_HNSCC_W_JHU_20190624_LUMOS_f09.mzML.gz?Expires=1631280060&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=Xu1FtzJ9bkLB7yRSu0QEOJNLMGvnEck2VgK7gvKeLx23E3juTQkZAO4-YUhNFZ7C81pjIdQzIM645mrvfMYkR64Ir-LC5RcZsTNMxkQLNJVqk7~TuvDL79ZOLW3f5px-o3XDUI-~-4g71tx80QD2hKGjnFCuQUCIqB3BXGi-w5NZiNdxytxXVYWbwariF1qFn18UdQLmUMUOaXl4nCpAA7oMHPI0mqPPMEgTgIS0H8liXs~jHg0yRYIu47VlOmbiR3vwRqu-tWh~hVr3pkKNTn1~8ARru-775XaOb-osMiYe~gLWAOceRSP0agQgG7gP28pV8C03R1Hd5gEFox~yMQ__"
"072a1391-65fd-4f9d-a1f0-d7217fedd1c0","15CPTAC_HNSCC_W_JHU_20190820_LUMOS_f21.mzML.gz","15CPTAC_HNSCC_Proteome_JHU_20190820","CPTAC HNSCC Discovery Study - Proteome","PDC000221","1","96296fd1-89a4-11ea-b1fd-0aad30af8a83","N/A","CPTAC3-Discovery","Processed Mass Spectra","Open Standard","Open","162347955","6ebe8745689e462b014991103d4e0938","Yes","https://d3iwtkuvwz4jtf.cloudfront.net/studies/221/mzml/15CPTAC_HNSCC_W_JHU_20190820_LUMOS_f21.mzML.gz?Expires=1631280060&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=GXmVggCvYu~5oeok6uKPo3liek~QffDHb7gcsey-9uq04NTYDlE3t-dx1sG6PmJRRnFTIkX99lfPbGRXB515jmb7jw41VzvZ1jtOJW2no8RmG0jNz8owB2rMixDZLovMl6~5kcSCi~Gqh0VIsnodAL4pDU~pAKMXwT2KYZs0ZTNe5qMO8CC4IkhfiDbKqkhb9zwJ82jOt49E632E4DBQeuq5AgM1JSzs5bRR3zX0tSwh20nV4rPhq6A7p5NdZUg257HyEX6n6N1O1-6m5pIP8jUTYiOTmwBtaBz1ke5gvU5qizCJfB-f0dpufofPjKZ8ZgXHJ1oRrVesu7Lkbt4fTw__"
"075b08ec-ba09-4b6b-bffe-c6188f6516ad","20CPTAC_HNSCC_W_JHU_20190809_LUMOS_f02.mzML.gz","20CPTAC_HNSCC_Proteome_JHU_20190809","CPTAC HNSCC Discovery Study - Proteome","PDC000221","1","96296fd1-89a4-11ea-b1fd-0aad30af8a83","N/A","CPTAC3-Discovery","Processed Mass Spectra","Open Standard","Open","202168956","d4a3a3ede2c4a5584ac882b4a0306796","Yes","https://d3iwtkuvwz4jtf.cloudfront.net/studies/221/mzml/20CPTAC_HNSCC_W_JHU_20190809_LUMOS_f02.mzML.gz?Expires=1631280060&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=FV4~XCDTwMw96rkh8zUWbhAZ-PJnBo6ZGOv3sfr2IZuSluElMpy765i3OewFLicFVR2bLqyqKwT1BK7wzAsA6Ac9xtfSZ4~9B-aFm-1SgZ~bj21d~1~ZsyuM93DD0dh-1XOgEYF2o1PMC4gjUVau1PD4VqlctZZ3i7u6SatEF86mk~Wfo4if-4gI9Deuvk6nnR7XmCrtkqJExEfreGL94f9eBf~Dq551zEaS-9ea9LTBgqkjDJqMXfEOcd6XLE8hxKxTUYvnFmJ7VORl~pdrjmffUPlz4IxwhzYSh4PpWmEFEFSsXwddaLvSP3cTeRjuLZNmvgF63SC1xf76XUkaRA__"
